professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments,word_comment,gender,race,asian,hispanic,nh_black,nh_white,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,12/16/2005,NAN,ENG98,5.0,3.0,,,,,0.0,0.0,"she is awesome. lots of essays, but they are fun ones and she is great! :)",16.0,unknown,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,12/05/2005,NAN,ENG103,4.5,3.0,,,,,0.0,0.0,she is awsome! you shouldn\'t go wrong with this teacher.,10.0,unknown,hispanic,0.024647132,0.6740738000000001,0.118452884,0.18282613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,11/07/2005,NAN,ENGLIDH103,4.5,4.0,,,,,0.0,0.0,Quality teaching with an upbeat attitude! She\'s a winner!!,9.0,unknown,hispanic,0.024647132,0.6740738000000001,0.118452884,0.18282613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,09/17/2005,NAN,ENGLISH103,5.0,1.0,,,,,0.0,0.0,No Comments,2.0,unknown,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,09/02/2005,NAN,ENGL131,5.0,1.0,Mandatory,,,A,0.0,0.0,I\'m taking her children\'s lit class right now. She\'s very interesting and tries hard to keep the class interested and attentive.,21.0,unknown,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,10/22/2004,NAN,ENG101,1.0,4.0,,,,,0.0,0.0,"Can often act too silly or goofy while teaching, and will stray away from the lesson. Goes off topic a lot. Not good with words nor is she really understanding.",30.0,unknown,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,06/20/2004,NAN,ENG103,5.0,2.0,,,,,0.0,0.0,"If seeking a compassionate professor, you have found one with Baylard. Clearly take an interest in student welfare. Easy to access outside of class and helps polish writing skills.",29.0,unknown,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,06/06/2004,NAN,ENG103,5.0,3.0,,,,,0.0,0.0,Good professor.,2.0,unknown,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,02/29/2004,NAN,ENG130,5.0,4.0,,,,,0.0,0.0,No Comments,2.0,unknown,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,10/12/2003,NAN,ENG103,4.0,4.0,,,,,0.0,0.0,She definitely grows on you if you stick with the class.. she\'s challenging but very worth it.,17.0,unknown,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dana  Baylard,Mt. San Jacinto College (all campuses),English department, San Jacinto, CA,5.0,4.5,,3.0,,19.0,09/16/2003,NAN,ENG103H,5.0,4.0,,,,,0.0,0.0,"She is a hard professors, but so extremely great. She gave me a love of english I had never had before. I worked my butt off but earned an ""A."" She\'s the best English teacher I ever had.",38.0,unknown,hispanic,0.024647135,0.6740735999999999,0.118453026,0.18282624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,12/19/2017,NAN,HST111,1.0,5.0,,,No,,1.0,0.0,No,1.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,12/10/2017,NAN,HST111,4.0,2.0,Not Mandatory,Yes,Yes,,0.0,0.0,"I really enjoyed learning in this class - Mima is very knowledgable and presented course topics with amazing enthusiasm. I didn\'t think I\'d enjoy this course but I really liked the way it was taught. She is very caring and will give you the results you want, as long as you put in the effort she expects.",57.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,04/18/2017,NAN,ACS300,3.0,3.0,Mandatory,Yes,No,,0.0,1.0,"Mima is a classic lecturer, she truly is passionate about her field. She is rather dull though and does not get to know her students in tutorial, we had to use name cards the entire semester of a tutorial of 10. Essay is extremely straightforward, however the Final Exam should have been a take home memorize passages and DETAILED content.",60.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,09/08/2015,NAN,HST426,4.5,3.0,Mandatory,Yes,Yes,B,1.0,0.0,"The course itself uses no textbook, so she has her own slides she posts. The midterm/final comes directly from these slides. She is not a easy marker but a fair marker. If you write a B grade answer expect that grade. Read those slides and expect an B+ or higher. Also she adjusts deadlines and grades if need be. Overall very kind professor.",63.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,08/20/2014,NAN,HST111,1.0,5.0,,,,,0.0,1.0,This was prove that history is useless and should be spent studying on while leisure,15.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,08/09/2014,NAN,CHST119,5.0,2.0,,,,,1.0,0.0,"If i could I would pick Mima 100 percent again as a professor. Shes very decent, nice and understanding. Attendance is a must in order to get the marks.",29.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,08/06/2014,NAN,CHST119,5.0,2.0,Mandatory,,,,1.0,0.0,Mima is a terrific teacher. She\'s very helpful and treats her students with respect. Anyone who has her as a teacher is lucky.,23.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,11/29/2013,NAN,ACS300,5.0,2.0,,,,P,2.0,0.0,it seems as if the only people who don\'t like her lecture style are kids coming straight out of high school and looking to be entertained and have information handed to them. she has a classical lecture style and she is very well versed in her field and open to questions. understanding of busy schedules & more than willing to help her students,63.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,08/19/2013,NAN,CHST119,4.5,1.0,,,,,1.0,1.0,Easiest course ever just watched movies and compared them. Had a multiple midterm and essay exam and you get 30 percent for showing up.,24.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,03/05/2013,NAN,ACS200,2.5,3.0,,,,,0.0,1.0,"This course is taught in conjunction with David Rondel, and he is amazing. Mima however, although she is a sweet lady, is not an engaging lecturer, and her lectures are VERY difficult to pay attention to because of this. Definitely wish this course was only taught by Rondel.",48.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,01/10/2013,NAN,ACS300,3.5,3.0,,,,,0.0,1.0,"She\'s a really nice lady and very approachable. She\'ll definitively try to help you out if you have any questions. Her class notes were a bit confusing to follow but she does her best to explain them more clearly in the tutorials. Overall, a good teacher but tends to be confusing sometimes.",52.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,12/10/2012,NAN,CHST111,2.5,3.0,,,,,0.0,1.0,good but not that helpful,5.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,10/06/2012,NAN,HST426,4.5,3.0,,,,,1.0,0.0,"I\'m a first year and I found her really helpful and easy to come to with any concerns. She is really nice and seems passionate about what she is talking about.Doesn\'t matter with lectures whether or not you come to class.If you pay attention, should be able to do really well.",51.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,08/13/2012,NAN,HST211,5.0,3.0,,,,,1.0,0.0,"She is nice and easy going. Actually she does not trick you with the midterm/exam and its pretty obvious on what you will be tested on. She is a fair marker though, so she isn\'t hard but she isn\'t exactly easy either.",42.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,06/05/2012,NAN,ACS400,5.0,3.0,,,,,0.0,0.0,"She\'s the sweetest, most caring professor you\'ll encounter. Her passion for the material is infectious and she always tries to make tutorials interesting. Readings are mandatory in this class; in fact the tutorials are more important than lecture. She\'s clear on expectations but not an easy ride. Mima is a gold standard professor.",53.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,12/29/2011,NAN,HST426,4.5,1.0,,,,,0.0,0.0,"She\'s fair and knows what she\'s talking about. Lectures are inconsistent; sometimes she hides behind the podium and other times she is engaged and charismatic. DON\'T buy the textbook, you can get away with just going to class. I liked her and would take her again",46.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,12/02/2011,NAN,HST426,5.0,1.0,,,,,0.0,0.0,She knows what she is talking about. She is very clear. This is exactly how a history class is supposed to be. Her tests are very easy.,27.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,11/24/2011,NAN,HST426,2.0,3.0,,,,,0.0,0.0,"she hids behind a podium, reads from her notes the whole class, and has next to no interaction with the class. You don\'t have to go to her lectures as they are exactly the same notes that she posts online. As my first taste of a university level history class, i can say that i am not impressed. Anless u plan on a hst major, dont take this class.",69.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,09/22/2011,NAN,CHST651,5.0,2.0,,,,,0.0,0.0,"She is a great prof. Very liberal and approachable. no need to buy textbook, just study wikipedia for the exams. everything is good except there is a long assignment to do ...",32.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mima  Petrovic,Ryerson University,History department, Toronto, ON,6.0,3.8,,2.5,Caring (2)  GRADED BY FEW THINGS (1)  Gives good feedback (1)  Get ready to read (1)  Participation matters (1),39.0,08/31/2011,NAN,HST651,1.0,4.0,,,,,0.0,1.0,.,1.0,unknown,nh_white,0.05211707,0.025444113,0.022480458,0.8999583000000001,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Joan  Krone,Denison University,Computer Science department, Granville, OH,14.0,2.4,,3.0,Caring (1)  LECTURE HEAVY (1),10.0,10/06/2017,NAN,CS349,2.0,2.0,Not Mandatory,Yes,No,,0.0,0.0,"She cares about students, tries to be helpful, but sometimes she gives general/unhelpful feedback. The class is lecture-heavy for a practical class (Software Engineering). The lectures are kinda boring, she often uses jargons/big words, which sometimes give the impression that she doesn\'t know what she\'s talking about or have real-life experience.",51.0,unknown,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joan  Krone,Denison University,Computer Science department, Granville, OH,14.0,2.4,,3.0,Caring (1)  LECTURE HEAVY (1),10.0,10/12/2010,NAN,CSCI171,1.0,3.0,,,,,0.0,0.0,She has no interpersonal skills at all.,7.0,unknown,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joan  Krone,Denison University,Computer Science department, Granville, OH,14.0,2.4,,3.0,Caring (1)  LECTURE HEAVY (1),10.0,04/09/2008,NAN,CS401,2.0,2.0,,,,,1.0,0.0,"This teacher is not effective. I graduated with a computer science degree from Denison and work in the industry now. She had no grasp of the material, and if she did, was not able to convey it clearly. When she retires, I will begin donating money to Denison.",48.0,unknown,nh_black,0.0027697864000000003,0.009522999,0.6844391,0.30326805,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joan  Krone,Denison University,Computer Science department, Granville, OH,14.0,2.4,,3.0,Caring (1)  LECTURE HEAVY (1),10.0,10/27/2006,NAN,HNRS131,4.0,4.0,,,,,0.0,0.0,"I really like Joan Krone as a person. She is nice and helpful. She is not very good at structuring a class, but the discussions we had were for the most part good. She\'s good at letting students set their own agenda and independent study types of things.",48.0,unknown,nh_black,0.0027697864000000003,0.009522999,0.6844391,0.30326805,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joan  Krone,Denison University,Computer Science department, Granville, OH,14.0,2.4,,3.0,Caring (1)  LECTURE HEAVY (1),10.0,01/07/2006,NAN,CS171,1.5,4.0,,,,,0.0,0.0,She is a very nice person and easy to talk to but is also very flighty and vague about her lessons. She spent the entire class helping students who were either CS majors or knew way more than most of the students. One of the books is written by her and is missing half the program for each program. Don\'t take this unless you plan to major in CS.,69.0,unknown,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joan  Krone,Denison University,Computer Science department, Granville, OH,14.0,2.4,,3.0,Caring (1)  LECTURE HEAVY (1),10.0,04/06/2005,NAN,CS,1.0,2.0,,,,,0.0,0.0,"Joan Krone is an interesting person. This is not to say that you should take her class. If you are planning on being a CS major, and have a background in programming, she can help you out. She, however, has no ability to grasp that not every student has the same knowledge coming into class.",55.0,unknown,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joan  Krone,Denison University,Computer Science department, Granville, OH,14.0,2.4,,3.0,Caring (1)  LECTURE HEAVY (1),10.0,12/08/2004,NAN,CS,5.0,3.0,,,,,0.0,0.0,If you ask her a question she\'ll answer it.,9.0,unknown,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joan  Krone,Denison University,Computer Science department, Granville, OH,14.0,2.4,,3.0,Caring (1)  LECTURE HEAVY (1),10.0,12/11/2003,NAN,171JAVA,1.0,3.0,,,,,0.0,0.0,"Bad teacher. Unclear, seemed to be confused, could not explain worth anything. I learned more from my brother in 30 minutes than I did from her the entire semester. I\'d say about half the class dropped.",36.0,unknown,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joan  Krone,Denison University,Computer Science department, Granville, OH,14.0,2.4,,3.0,Caring (1)  LECTURE HEAVY (1),10.0,09/17/2003,NAN,CS1714,5.0,3.0,,,,,0.0,0.0,"In response to a previous rating. The drop info does not say all thta much, simply because many students get into computer science not fully understanding what they are getting into. Dr. Krone is a fabulous professor. On the texts, CS171 uses common on",44.0,unknown,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Joan  Krone,Denison University,Computer Science department, Granville, OH,14.0,2.4,,3.0,Caring (1)  LECTURE HEAVY (1),10.0,09/16/2003,NAN,CS171,1.5,4.0,,,,,0.0,0.0,"The drop information says it all. As an intro class, this is nearly impossible because she can\'t help you even if you ask. The books that we buy are hers, and they are error filled and no as helpful as on-line sites. Although she will let you drop.",48.0,unknown,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,12/26/2017,NAN,CHM111,4.0,3.0,Mandatory,Yes,Yes,A,0.0,0.0,"Not good at lecture. Makes material more confusing, than needs to be. She is very accessible and will work with you, if she see\'s that you are trying, which is her best quality! On exams, tends to put material that was briefly discussed.",43.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,02/23/2017,NAN,CHM403,5.0,4.0,Mandatory,Yes,Yes,A,0.0,0.0,"Nancy would ask us to explain some phenomenon, and we would always say ""shielding"" (which was the correct but lazy answer in every case), and she got wise and started requiring us to defend that answer. Since then I\'ve never given an answer I couldn\'t defend, in any medium, on any topic. 4 instead of 5 for defriending me on Facebook.",61.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,12/11/2012,NAN,ISBT101,5.0,2.0,,,,,0.0,0.0,One of my favorite teachers. Always willing to help you and is available after class if you\'re having trouble. Definitely recommend taking her.,23.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,09/28/2012,NAN,CHM112,1.0,4.0,,,,,0.0,0.0,She\'s very rude. Her lessons are very confusing and unclear. If you don\'t know the correct answer during class when she\'s teaching something new she\'s really rude about it and makes you feel stupid in front of the entire class. Her scoring is random and her attitude sucks!,48.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,01/16/2012,NAN,CHM111,5.0,1.0,,,,,0.0,0.0,She made chemistry easy and understandable. I\'m disappointed that she isn\'t teaching CHM 112,14.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,10/30/2011,NAN,CHM111,5.0,1.0,,,,,0.0,0.0,"AMAZING. She presents the material in a way that\'s understandable. Answers every question and does practice problems. Hw every night, 3-5 questions. Tests aren\'t too hard and she\'s really friendly!",30.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,05/18/2011,NAN,CHEM161,5.0,3.0,,,,,0.0,0.0,"Wonderful professor, was struggling in the beginning. She took her time, made sure I understood what she was talking about. If you can take her whenever possible.",27.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,04/14/2011,NAN,CHM111,4.5,3.0,,,,,0.0,0.0,The best chemistry teacher I have ever had!!!! I wasn\'t doing well in chem and I always went to her for help..she answered every single question and took time after class to help me. Curved my grade which saved me!! She rocks:),42.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,12/15/2010,NAN,ISBT101,4.5,1.0,,,,,0.0,0.0,"Great Teacher, easy to get along with, and is an easy grader.",12.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,11/18/2010,NAN,CHM111,3.0,2.0,,,,,0.0,0.0,"She is really nice, and keeps class interesting. Answers all your questions. gives you homework first day and it is all due by the end of the semester. its okay to miss class",33.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,02/23/2009,NAN,CHM111,4.5,3.0,,,,,0.0,0.0,A Great Teacher - hard to understand at first until you understand her style after which you will love her,20.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
